cand id	similarity score	R score	P score	score
1569	0.8958323	0.902343	0.8894149	1.0
1570	0.8728747	0.8760233	0.8697486	0.5
1571	0.84798324	0.84437186	0.8516257	0.0
1572	0.83610547	0.8626222	0.81117034	1.0
1573	0.8663239	0.8675366	0.86511457	0.0
1574	0.8996134	0.898595	0.90063405	0.5
1575	0.90200925	0.9139517	0.8903749	0.5
1576	0.8833423	0.8808859	0.88581246	0.5
1577	0.8481999	0.8688852	0.82847655	0.0
1578	0.8718343	0.8613364	0.8825912	0.5
1579	0.8588517	0.895582	0.82501537	0.0
1580	0.8665038	0.8586708	0.8744809	1.0
1581	0.8550759	0.84499454	0.8654006	0.5
1582	0.8699333	0.88664997	0.8538353	1.0
1583	0.8479971	0.8674977	0.82935405	0.5
1584	0.85151315	0.858092	0.8450343	0.0
1585	0.79042387	0.8398067	0.7465263	-1.0
1586	0.8645324	0.86696273	0.86211574	0.5
1587	0.85777164	0.84337497	0.87266845	0.5
1588	0.8557214	0.8508424	0.8606567	0.5
1589	0.8729091	0.8777353	0.86813575	0.0
1590	0.89210045	0.9104287	0.87449574	1.0
1591	0.8888869	0.89461535	0.8832314	0.0
1592	0.8772366	0.8660656	0.8886996	0.5
1593	0.87059385	0.8778284	0.86347747	0.0
1594	0.9018919	0.91305727	0.8909963	0.0
1595	0.87857985	0.8853368	0.87192523	1.0
1596	0.86743844	0.87035865	0.8645376	0.5
1597	0.86944956	0.87914336	0.8599672	0.5
1598	0.86683315	0.8745027	0.8592969	1.0
1599	0.91985804	0.92541945	0.914363	1.0
1600	0.8688078	0.8701953	0.8674246	0.0
1601	0.8550325	0.85456914	0.85549635	0.5
1602	0.8651015	0.8694573	0.86078924	0.0
1603	0.8797872	0.89125496	0.86861086	-1.0
1604	0.8454145	0.8391585	0.85176456	0.5
1605	0.88876414	0.8951907	0.8824292	1.0
1606	0.85775685	0.8834536	0.83351266	0.5
1607	0.84266245	0.84308946	0.84223586	-0.5
1608	0.828263	0.8393012	0.81751126	-1.0
1609	0.87832946	0.87011003	0.88670564	-0.5
1610	0.9047423	0.92268735	0.887482	0.5
1611	0.83567137	0.85997444	0.81270415	0.0
1612	0.8697616	0.87138766	0.86814165	-0.5
1613	0.8629392	0.84908223	0.877256	-0.5
1614	0.84716904	0.84511006	0.8492381	-1.0
1615	0.8613884	0.86351347	0.85927373	0.5
1616	0.87023544	0.86832917	0.8721502	0.0
1617	0.86350006	0.8772325	0.85019094	1.0
1618	0.9069042	0.89356416	0.92064863	0.0
1619	0.88467324	0.8985871	0.87118363	0.5
1620	0.84808326	0.8633746	0.83332413	0.0
1621	0.86303014	0.86813474	0.8579852	0.5
1622	0.837096	0.817553	0.8575961	0.0
1623	0.87257755	0.87760055	0.86761177	0.5
1624	0.9043929	0.87444776	0.93646175	1.0
1625	0.8653916	0.8425675	0.8894867	0.5
1626	0.8344942	0.8220933	0.8472748	-0.5
1627	0.85591376	0.8598528	0.8520107	1.0
1628	0.87622446	0.87988365	0.87259555	0.5
1629	0.8761621	0.87390685	0.87842906	0.5
1630	0.887923	0.9097276	0.8671393	0.5
1631	0.8853924	0.9009948	0.8703212	0.0
1632	0.8705686	0.8926791	0.84952694	1.0
1633	0.89881086	0.9014706	0.89616686	0.0
1634	0.8576556	0.82935363	0.88795745	-0.5
1635	0.86284983	0.87003696	0.8557805	1.0
1636	0.86827284	0.8631581	0.87344855	-0.5
1637	0.88268226	0.8891655	0.876293	0.5
1638	0.8423246	0.84938055	0.83538496	0.0
1639	0.90151143	0.9061824	0.8968884	0.5
1640	0.89066035	0.89069426	0.89062643	0.0
1641	0.871953	0.9107822	0.8362993	0.5
1642	0.8932823	0.89578295	0.8907956	0.0
1643	0.8459937	0.8410239	0.8510226	-0.5
1644	0.86067986	0.8571998	0.8641883	0.5
1645	0.84533924	0.83300257	0.85804695	-0.5
1646	0.8383331	0.83061236	0.8461986	-0.5
1647	0.8850913	0.88766277	0.88253474	0.5
1648	0.8749661	0.87832624	0.8716315	0.0
1649	0.863882	0.8559623	0.8719497	1.0
1650	0.94070816	0.95296973	0.928758	0.5
1651	0.889815	0.8869486	0.89269996	1.0
1652	0.8417274	0.8470785	0.8364435	-0.5
1653	0.8441638	0.87912005	0.81188107	0.5
1654	0.8960664	0.91488487	0.8780066	0.0
1655	0.8140414	0.8038368	0.8245084	-0.5
1656	0.8747236	0.87267333	0.8767835	1.0
1657	0.86496484	0.8823389	0.8482619	1.0
1658	0.87684023	0.8786321	0.8750557	-0.5
1659	0.912809	0.92385477	0.90202415	-1.0
1660	0.8819358	0.8671736	0.8972094	0.0
1661	0.8470208	0.84426254	0.8497972	0.5
1662	0.8778069	0.88799703	0.86784804	1.0
1663	0.88095725	0.88151467	0.8804004	0.5
1664	0.8676643	0.88122356	0.8545159	0.5
1665	0.8703583	0.8733921	0.86734545	1.0
1666	0.87799215	0.88921523	0.86704886	0.5
1667	0.85809773	0.8491787	0.8672062	0.5
1668	0.83710766	0.8596086	0.81575453	0.5
1669	0.8530188	0.86154157	0.844663	0.0
1670	0.9110962	0.9235023	0.899019	0.0
1671	0.8712957	0.86280304	0.87995726	0.0
1672	0.83508384	0.8339245	0.8362464	0.0
1673	0.86586875	0.8605579	0.8712456	0.0
1674	0.8551786	0.86725724	0.8434318	0.5
1675	0.86680686	0.8543679	0.8796134	1.0
1676	0.89188296	0.9001828	0.88373476	0.0
1677	0.8463256	0.8527839	0.8399644	-1.0
1678	0.86253715	0.8802419	0.8455306	0.0
1679	0.87676156	0.88457966	0.86908036	0.5
1680	0.842914	0.84348595	0.8423429	0.0
1681	0.8362952	0.82472086	0.848199	0.0
1682	0.8565801	0.8761517	0.83786374	0.5
1683	0.8493843	0.8827151	0.8184791	0.0
1684	0.8469751	0.8670166	0.8278392	0.0
1685	0.87939185	0.9017009	0.8581601	1.0
1686	0.8157722	0.82949233	0.8024986	0.5
1687	0.86008984	0.8653791	0.85486484	0.5
1688	0.8674168	0.8789135	0.85621685	-0.5
1689	0.86469764	0.8714303	0.8580682	0.0
1690	0.88109636	0.880707	0.881486	1.0
1691	0.8687694	0.8551489	0.88283074	1.0
1692	0.82864004	0.8225656	0.8348048	-0.5
1693	0.8153801	0.8127344	0.8180431	-1.0
1694	0.84036046	0.86795616	0.8144654	0.5
1695	0.8731032	0.8912239	0.8557047	0.5
1696	0.85484135	0.86293197	0.84690106	0.5
1697	0.86164325	0.8559585	0.8674041	0.0
1698	0.83556515	0.8476807	0.82379097	1.0
1699	0.86918306	0.8672243	0.8711508	0.5
1700	0.85410726	0.8688478	0.8398584	0.5
1701	0.8841095	0.89761853	0.8710012	0.0
1702	0.91841924	0.9225064	0.9143683	1.0
1703	0.8848758	0.880082	0.88972205	1.0
1704	0.8942582	0.8904223	0.8981272	-0.5
1705	0.8562861	0.8715872	0.841513	0.5
1706	0.87341946	0.87673	0.8701338	0.5
1707	0.8853633	0.8750794	0.89589185	-0.5
1708	0.8398727	0.83497214	0.84483105	-0.5
1709	0.868352	0.86741596	0.86929005	0.5
1710	0.9033601	0.9099059	0.896908	1.0
1711	0.86382425	0.8504829	0.8775908	0.5
1712	0.8321427	0.8087513	0.85692763	0.5
1713	0.87537926	0.8897184	0.861495	0.5
1714	0.8311025	0.847301	0.8155117	1.0
1715	0.8734459	0.86875165	0.8781912	0.5
1716	0.87198067	0.8895031	0.8551353	0.5
1717	0.8389073	0.86851585	0.811251	0.0
1718	0.85008925	0.845953	0.85426617	0.5
1719	0.8962501	0.8946435	0.89786255	0.5
1720	0.8386679	0.8520724	0.82567865	0.5
1721	0.8531252	0.87264824	0.8344567	0.5
1722	0.85886484	0.8635351	0.85424477	0.0
1723	0.84477395	0.8309349	0.8590817	0.0
1724	0.8817136	0.88812363	0.8753954	0.5
1725	0.8457207	0.8537382	0.83785254	-0.5
1726	0.8616802	0.85573274	0.86771095	1.0
1727	0.8646407	0.8763625	0.8532284	0.5
1728	0.85394776	0.8524095	0.8554915	1.0
1729	0.8589368	0.8517415	0.8662546	0.5
1730	0.83309853	0.82216537	0.84432626	0.5
1731	0.8437614	0.8457867	0.84174573	0.5
1732	0.8631471	0.8659559	0.86035645	0.5
1733	0.8665714	0.85282785	0.8807653	0.0
1734	0.89383143	0.9024477	0.8853782	1.0
1735	0.8591181	0.8450426	0.87367046	-0.5
1736	0.84834564	0.84951746	0.84717715	0.0
1737	0.8329601	0.83557457	0.830362	-1.0
1738	0.875636	0.88620996	0.8653114	0.0
1739	0.8148166	0.8003256	0.82984203	-1.0
1740	0.8676492	0.8644661	0.8708558	0.0
1741	0.87523216	0.88266915	0.86791945	-0.5
1742	0.86918086	0.8757432	0.86271614	-1.0
1743	0.81921357	0.8086038	0.8301054	-1.0
1744	0.8563057	0.8577616	0.8548547	1.0
1745	0.8749987	0.88058674	0.869481	0.0
1746	0.8525555	0.8465143	0.8586835	0.0
1747	0.8964551	0.8972675	0.8956441	0.5
1748	0.8824155	0.9103013	0.85618734	0.5
1749	0.8681559	0.88842887	0.8487874	0.5
1750	0.84471756	0.82371867	0.86681515	-0.5
1751	0.8443374	0.85242206	0.83640474	0.5
1752	0.88794696	0.89033365	0.8855731	0.0
1753	0.9019816	0.91787624	0.88662803	1.0
1754	0.90600526	0.89004177	0.92255175	0.0
1755	0.8719877	0.87358344	0.87039775	0.0
1756	0.8525224	0.86853015	0.837094	0.5
1757	0.88253075	0.8920568	0.873206	1.0
1758	0.8714525	0.87556124	0.86738217	-0.5
1759	0.8610995	0.864241	0.8579808	-1.0
1760	0.86489445	0.8782491	0.8519398	0.0
1761	0.85585463	0.8579401	0.8537794	-0.5
1762	0.8676906	0.8632404	0.87218696	-1.0
1763	0.8887794	0.89372146	0.8838917	0.0
1764	0.9224154	0.92759496	0.9172934	0.0
1765	0.8513955	0.8464	0.85645026	-0.5
1766	0.8529708	0.84294534	0.8632375	-0.5
1767	0.85476506	0.8394238	0.87067753	-0.5
1768	0.8814925	0.87030345	0.89297307	0.0
1769	0.85139704	0.8823754	0.8225199	0.5
1770	0.86018866	0.89275026	0.8299188	0.0
1771	0.8838953	0.8782956	0.88956684	1.0
1772	0.8564768	0.85387754	0.85909194	1.0
1773	0.80732644	0.80951774	0.80514693	0.0
1774	0.87066805	0.89110446	0.851148	0.0
1775	0.8651128	0.86969584	0.8605778	0.5
1776	0.87293565	0.8743547	0.87152123	0.0
1777	0.85333425	0.8465308	0.8602479	-0.5
1778	0.8907487	0.89345217	0.88806146	1.0
1779	0.90022993	0.9275261	0.8744944	0.5
1780	0.8719246	0.8719594	0.87188977	1.0
1781	0.87945247	0.8998835	0.8599285	1.0
1782	0.8810532	0.8720665	0.8902271	0.0
1783	0.88146436	0.88903946	0.8740172	0.5
1784	0.864465	0.87711346	0.85217625	0.0
1785	0.8432039	0.8278341	0.8591552	0.5
1786	0.8736435	0.8858639	0.8617557	0.5
1787	0.88369924	0.8925197	0.8750514	1.0
1788	0.85781926	0.8420976	0.87413913	-0.5
1789	0.83642304	0.83485997	0.837992	-1.0
1790	0.8803262	0.8580576	0.90378153	0.0
1791	0.8484894	0.8619498	0.83544296	0.5
1792	0.9118825	0.922824	0.9011973	0.5
1793	0.8902777	0.92125183	0.8613186	1.0
1794	0.85618836	0.8346052	0.8789174	0.5
1795	0.85656375	0.8706135	0.84296024	0.5
1796	0.86324185	0.847075	0.8800379	-0.5
1797	0.89549464	0.89812064	0.892884	0.5
1798	0.872219	0.8836886	0.8610433	0.5
1799	0.8779227	0.8760503	0.8798031	1.0
1800	0.8583013	0.8525519	0.86412877	0.0
1801	0.89861035	0.9107027	0.88683504	0.0
1802	0.9045487	0.9226614	0.8871335	1.0
1803	0.86827403	0.8658591	0.8707026	1.0
1804	0.8406384	0.8434357	0.83785963	0.5
1805	0.88170063	0.84823	0.91792125	0.0
1806	0.8787066	0.84633875	0.9136486	0.5
1807	0.83073807	0.8223995	0.8392475	-0.5
1808	0.8583375	0.84948224	0.8673795	0.5
1809	0.86404055	0.85639226	0.8718267	0.5
1810	0.9158277	0.9341568	0.89820415	0.5
1811	0.8458186	0.83603454	0.8558343	0.0
1812	0.9195515	0.9334005	0.90610737	0.5
1813	0.84999627	0.8490073	0.8509875	0.0
1814	0.85562056	0.86560935	0.84585965	0.5
1815	0.8633191	0.8654032	0.86124504	1.0
1816	0.87474704	0.87216574	0.87734365	0.5
1817	0.87828505	0.9020252	0.8557624	0.0
1818	0.8644576	0.8602616	0.8686948	0.0
1819	0.92094827	0.9407263	0.90198475	0.5
1820	0.86765945	0.8726751	0.86270106	0.5
1821	0.8484241	0.85107607	0.84578854	-0.5
1822	0.84651136	0.8425513	0.85050887	0.0
1823	0.84608096	0.83822083	0.8540898	0.5
1824	0.90315455	0.9084816	0.8978896	1.0
1825	0.81478584	0.8240013	0.8057742	0.0
1826	0.8461631	0.8293658	0.863655	-0.5
1827	0.8609878	0.8572668	0.8647412	0.0
1828	0.8699672	0.8971404	0.8443917	0.5
1829	0.8395957	0.84252405	0.8366877	0.5
1830	0.8847068	0.88290024	0.88652074	1.0
1831	0.8398528	0.8385366	0.8411732	0.0
1832	0.8439539	0.87637085	0.8138496	-1.0
1833	0.8824379	0.86506504	0.90052295	0.5
1834	0.8487734	0.85827047	0.83948433	1.0
1835	0.8421507	0.8632167	0.8220884	-0.5
1836	0.8895347	0.91246265	0.8677308	0.5
1837	0.8769196	0.88605255	0.867973	0.0
1838	0.8762534	0.89089996	0.8620807	0.0
1839	0.8682915	0.86506337	0.87154377	0.5
1840	0.8962415	0.9042259	0.8883969	0.0
1841	0.8933833	0.9018985	0.88502735	0.5
1842	0.8507684	0.8480428	0.8535116	1.0
1843	0.8689607	0.8689629	0.8689585	1.0
1844	0.874864	0.9026947	0.848698	0.0
1845	0.8578264	0.857749	0.8579039	0.0
1846	0.84066975	0.84549856	0.8358958	0.5
1847	0.8547225	0.84751546	0.8620533	0.0
1848	0.8730033	0.87386364	0.87214464	0.0
1849	0.83546257	0.8602073	0.8121016	0.0
1850	0.87266	0.8806745	0.86479	-1.0
1851	0.85577	0.87242335	0.8397406	0.5
1852	0.84654295	0.85641587	0.8368951	-1.0
1853	0.8456753	0.84447986	0.8468742	0.0
1854	0.87113565	0.8725565	0.86971945	1.0
1855	0.8579378	0.86353546	0.85241234	-0.5
1856	0.8711116	0.8840436	0.8585525	0.5
1857	0.88561946	0.8751382	0.89635473	0.0
1858	0.8530147	0.86268574	0.8435582	1.0
1859	0.80546457	0.8051566	0.8057727	0.5
1860	0.85059416	0.8755808	0.8269941	0.5
1861	0.8678667	0.88006806	0.855999	0.0
1862	0.8515324	0.870597	0.8332849	-0.5
1863	0.8746403	0.88110995	0.868265	-0.5
1864	0.87760425	0.89289343	0.8628298	1.0
1865	0.8392919	0.84862113	0.8301655	-0.5
1866	0.8642974	0.88160765	0.8476538	0.5
1867	0.8431344	0.8644496	0.8228449	0.0
1868	0.90581995	0.94964856	0.86585855	0.0
1869	0.8649581	0.87375546	0.8563361	0.5
1870	0.8805672	0.88523763	0.87594575	-0.5
1871	0.87645197	0.86941254	0.8836063	1.0
1872	0.85281146	0.8609136	0.8448603	1.0
1873	0.87328345	0.8552522	0.8920914	1.0
1874	0.83681506	0.8318467	0.8418431	-0.5
1875	0.8808962	0.89001983	0.8719577	0.0
1876	0.8545607	0.8422931	0.86719096	0.0
1877	0.86436313	0.8715674	0.8572768	0.0
1878	0.8451488	0.86612856	0.82516134	0.0
1879	0.8560343	0.8500746	0.86207795	1.0
1880	0.86277115	0.8680114	0.85759366	0.5
1881	0.87105566	0.8717841	0.8703285	0.5
1882	0.89259636	0.90772843	0.87796056	0.5
1883	0.8725289	0.8809654	0.86425245	0.5
1884	0.88659084	0.8965573	0.8768437	1.0
1885	0.85596925	0.8604067	0.8515774	0.0
1886	0.88674146	0.9002192	0.8736614	0.5
1887	0.8876886	0.896414	0.8791314	-0.5
1888	0.9196752	0.9299173	0.90965617	0.5
1889	0.82243615	0.8162507	0.828716	-0.5
1890	0.8219455	0.81498384	0.82902706	0.5
1891	0.837906	0.83173054	0.8441738	0.5
1892	0.8632895	0.8668565	0.8597516	1.0
1893	0.8678589	0.89070284	0.84615725	1.0
1894	0.86343545	0.8741329	0.8529967	0.0
1895	0.8564378	0.86225855	0.8506951	0.5
1896	0.86400986	0.85295373	0.8753562	-0.5
1897	0.8938007	0.9217292	0.8675149	-1.0
1898	0.8565314	0.8685206	0.84486866	0.5
1899	0.8772999	0.9068487	0.849616	0.0
1900	0.8332697	0.8367833	0.8297855	0.5
1901	0.87394553	0.86186445	0.88637024	0.0
1902	0.86505204	0.8649081	0.86519593	0.0
1903	0.87159413	0.88791037	0.85586673	0.0
1904	0.8750626	0.87284434	0.87729216	0.0
1905	0.8603227	0.87681186	0.84444225	0.5
1906	0.83676493	0.846022	0.8277083	0.5
1907	0.88733304	0.89560413	0.8792133	0.5
1908	0.86083037	0.88090545	0.84164983	0.5
1909	0.83925265	0.84952796	0.8292229	-0.5
1910	0.8441933	0.8764961	0.8141869	0.5
1911	0.8415286	0.84501445	0.83807135	0.0
1912	0.8662694	0.88832635	0.84528124	0.5
1913	0.8702044	0.8757518	0.8647268	0.0
1914	0.9126254	0.9222861	0.9031649	0.0
1915	0.8661304	0.8653581	0.866904	1.0
1916	0.90525246	0.9249812	0.8863478	0.0
1917	0.8908654	0.8840513	0.8977853	0.5
1918	0.86555696	0.8776753	0.85376877	1.0
1919	0.8521346	0.8729358	0.83230174	0.5
1920	0.8471819	0.8394613	0.8550459	-0.5
1921	0.8603794	0.8731566	0.8479707	1.0
1922	0.86572224	0.8684677	0.8629941	0.5
1923	0.8801276	0.9039589	0.8575205	0.0
1924	0.8552643	0.87716883	0.8344271	0.0
1925	0.87071586	0.85926175	0.8824794	0.0
1926	0.88693213	0.880117	0.8938537	-0.5
1927	0.8190931	0.8155771	0.82263964	-0.5
1928	0.8180573	0.81547916	0.82065177	-0.5
1929	0.8645361	0.85254073	0.87687385	0.5
1930	0.8583383	0.85000855	0.8668331	1.0
1931	0.9060727	0.9076449	0.90450585	0.5
1932	0.8445783	0.8520337	0.8372523	0.5
1933	0.85793155	0.86537755	0.8506126	1.0
1934	0.89696056	0.90573484	0.88835466	0.0
1935	0.8620896	0.8560004	0.8682659	0.0
1936	0.84844077	0.8548298	0.84214646	0.0
1937	0.85948175	0.8460418	0.8733557	1.0
1938	0.8964975	0.90589565	0.8872923	0.0
1939	0.8843675	0.9076853	0.8622178	0.0
1940	0.83999383	0.8357971	0.844233	-0.5
1941	0.87436396	0.89866656	0.8513411	0.5
1942	0.88701934	0.8765236	0.8977695	1.0
1943	0.83112967	0.8407946	0.8216845	-0.5
1944	0.849556	0.86298805	0.8365357	0.0
1945	0.88363576	0.86999285	0.8977135	-0.5
1946	0.84619176	0.86023617	0.8325985	1.0
1947	0.8678067	0.88601756	0.8503293	-0.5
1948	0.8447263	0.8362584	0.8533674	0.0
1949	0.87225395	0.8615584	0.88321835	0.0
1950	0.8403272	0.8570218	0.8242706	0.0
1951	0.8767295	0.8876111	0.8661114	1.0
1952	0.87620324	0.8708005	0.8816734	1.0
1953	0.8896524	0.89702314	0.88240176	1.0
1954	0.8365214	0.8498025	0.8236491	0.0
1955	0.8696958	0.8791618	0.8604315	0.5
1956	0.8670023	0.8622414	0.87181604	0.5
1957	0.846864	0.8603218	0.8338206	0.0
1958	0.8930346	0.905639	0.8807762	0.5
1959	0.86352265	0.8622099	0.86483943	0.0
1960	0.876982	0.90819615	0.84784216	1.0
1961	0.7980598	0.7853872	0.81114805	0.5
1962	0.8724952	0.8855074	0.8598598	0.0
1963	0.8703185	0.87109375	0.8695446	0.5
1964	0.9221969	0.9437751	0.9015833	0.5
1965	0.8660632	0.8578629	0.8744218	0.5
1966	0.8485603	0.8390582	0.85828	0.5
1967	0.8596105	0.8723615	0.84722686	1.0
1968	0.85142803	0.86171883	0.8413801	0.5
1969	0.8621052	0.86520827	0.8590244	0.5
1970	0.8731948	0.88352406	0.8631042	0.5
1971	0.86760116	0.87854564	0.85692596	0.5
1972	0.80445117	0.80337346	0.80553186	-0.5
1973	0.87735283	0.8837125	0.87108415	0.5
1974	0.8463762	0.87384063	0.8205856	0.0
1975	0.7815259	0.77500397	0.7881586	-1.0
1976	0.8421388	0.8487255	0.83565354	0.0
1977	0.91664624	0.91964275	0.9136691	-0.5
1978	0.8747883	0.88124645	0.86842406	1.0
1979	0.8944639	0.90907735	0.8803129	0.0
1980	0.852498	0.8599854	0.84513986	0.5
1981	0.8554554	0.86947596	0.84187984	0.5
1982	0.87071645	0.85661566	0.88528925	1.0
1983	0.8381222	0.8412025	0.83506423	0.0
1984	0.8574934	0.85307807	0.86195457	0.5
1985	0.84817624	0.83229154	0.86467904	0.0
1986	0.8674074	0.8745912	0.8603406	0.0
1987	0.88890564	0.8996133	0.8784498	1.0
1988	0.8808396	0.8832208	0.87847114	1.0
1989	0.88792986	0.88876605	0.8870953	0.5
1990	0.89110315	0.894985	0.8872548	0.5
1991	0.8622482	0.8543946	0.87024754	0.5
1992	0.90310353	0.90333676	0.9028704	0.0
1993	0.8567815	0.844484	0.86944246	0.0
1994	0.8661487	0.8814503	0.85136926	-0.5
1995	0.8682474	0.8723575	0.8641759	0.0
1996	0.87954384	0.88925034	0.870047	-0.5
1997	0.8566259	0.8391775	0.87481534	0.0
1998	0.8660074	0.85676944	0.87544686	0.5
1999	0.8746595	0.86995	0.8794203	0.0
2000	0.8650013	0.87506616	0.8551654	0.0
2001	0.8557959	0.8674651	0.8444365	0.5
2002	0.84624755	0.8557285	0.8369744	0.5
2003	0.9165441	0.9318539	0.9017292	0.0
2004	0.8318443	0.82397795	0.83986217	0.0
2005	0.8276283	0.8079247	0.84831697	1.0
2006	0.84183216	0.82637745	0.85787594	0.0
2007	0.8532613	0.8532443	0.8532783	0.5
2008	0.88047934	0.91587067	0.84772146	1.0
2009	0.85258085	0.85316604	0.85199636	0.5
2010	0.8549311	0.83901924	0.8714582	-0.5
2011	0.8984175	0.9048032	0.8921213	1.0
2012	0.8745192	0.86137927	0.8880663	0.0
2013	0.86793983	0.8899035	0.8470343	0.0
2014	0.8931664	0.91691965	0.87061286	0.0
2015	0.8788719	0.88162005	0.87614083	-0.5
2016	0.8631436	0.86809707	0.8582463	1.0
2017	0.8919848	0.87830395	0.9060985	-0.5
2018	0.86539805	0.8720314	0.85886484	0.5
2019	0.90927553	0.90856504	0.9099871	1.0
2020	0.9014152	0.909953	0.89303625	1.0
2021	0.85393006	0.87225527	0.8363589	0.0
2022	0.8351271	0.83148235	0.83880395	-1.0
2023	0.85360855	0.8611195	0.8462276	0.5
2024	0.81163377	0.81734645	0.80600053	-0.5
2025	0.89925724	0.9056536	0.89295065	1.0
2026	0.96625084	0.96204585	0.97049284	1.0
2027	0.83925384	0.84947264	0.829278	0.0
2028	0.89293444	0.8831088	0.9029811	0.5
2029	0.882388	0.8838557	0.88092524	0.5
2030	0.8447039	0.85621583	0.8334974	0.5
2031	0.8632469	0.8470953	0.88002634	-0.5
2032	0.87979424	0.9072448	0.853956	0.5
2033	0.8749641	0.86312735	0.8871301	-0.5
2034	0.84883815	0.8472811	0.85040087	0.0
2035	0.86739004	0.87533677	0.8595862	1.0
2036	0.8659167	0.86314994	0.8687013	0.0
2037	0.8457282	0.85203767	0.8395115	0.5
2038	0.8692429	0.88752085	0.85170263	0.0
2039	0.88576376	0.89074916	0.88083386	0.0
2040	0.8524475	0.8579855	0.8469806	0.0
2041	0.84304136	0.8405376	0.8455602	0.0
2042	0.85594064	0.840698	0.87174624	0.0
2043	0.826528	0.8272415	0.82581574	0.5
2044	0.8457004	0.8366525	0.85494614	1.0
2045	0.89341915	0.90210265	0.8849012	1.0
2046	0.87879664	0.8784847	0.87910885	0.0
2047	0.86661845	0.8830224	0.8508129	0.0
2048	0.88246864	0.8787554	0.8862134	0.0
2049	0.87336516	0.8695396	0.87722456	0.5
2050	0.8769538	0.9168412	0.8403923	0.0
2051	0.8779495	0.89547944	0.8610927	0.5
2052	0.8521472	0.8517247	0.85257006	0.5
2053	0.8182705	0.830663	0.80624235	-0.5
2054	0.8927464	0.91983604	0.86720675	0.5
2055	0.87547886	0.88862026	0.8627205	0.0
2056	0.86132896	0.8580207	0.8646628	1.0
2057	0.8536677	0.8427911	0.86482865	-0.5
2058	0.8634023	0.85404897	0.8729628	-1.0
2059	0.88569826	0.8826113	0.8888069	0.5
2060	0.8479673	0.8496519	0.8462894	0.0
2061	0.8518203	0.8569176	0.8467833	0.0
2062	0.85271335	0.8492456	0.8562095	0.0
2063	0.8329362	0.8218475	0.8443282	0.0
2064	0.85393167	0.8601879	0.8477658	-0.5
2065	0.87817484	0.8739052	0.88248646	0.5
2066	0.85008574	0.8622066	0.838301	0.5
2067	0.899618	0.90809596	0.8912969	1.0
2068	0.86328787	0.86264294	0.8639338	0.0
2069	0.8720941	0.8617698	0.88266873	0.0
2070	0.87856084	0.874308	0.8828552	0.0
2071	0.83514273	0.8399274	0.83041227	0.0
2072	0.8973829	0.9014684	0.8933344	0.5
2073	0.8899906	0.9234141	0.8589022	0.5
2074	0.86931205	0.88471246	0.85443866	0.5
2075	0.9086626	0.92034173	0.89727616	1.0
2076	0.8652573	0.876801	0.8540135	0.0
2077	0.8515029	0.8637382	0.8396094	0.0
2078	0.8931452	0.9177221	0.8698503	0.0
2079	0.8398263	0.8405675	0.8390862	0.0
2080	0.92156184	0.91517574	0.92803764	1.0
2081	0.89262825	0.8926107	0.8926458	0.5
2082	0.8843518	0.89496845	0.8739841	0.5
2083	0.87541085	0.86516005	0.8859074	0.0
2084	0.86067444	0.8698597	0.8516812	1.0
